NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,0,0,0,0.01,180,1,0,0,0.5
0.01,0.00019711727970769,0,0,0.01,180,1,0,0.5,0.5
0.02,0.00077673689347485,0,0.000591219376311153,0.01,180,1,0,0.5,0.5
0.03,0.0017211005873774,0,0.0023296887132321,0.01,180,1,0,0.5,0.5
0.04,0.00301221914299234,0,0.00516214518253746,0.01,180,1,0,0.5,0.5
0.05,0.00463193592061188,0,0.00903463321771295,0.01,180,1,0,0.5,0.5
0.06,0.00656198789843012,0,0.013892695100897,0.01,180,1,0,0.00912905486455626,0.5
0.07,0.00878406414700932,0,0.0196815540394226,0.01,180,1,0,0.01464540933058,0.5
0.08,0.0112798616887003,0,0.0263462895499211,0.01,180,1,0,0.0219292059774522,0.5
0.09,0.0140311645080139,0,0.0338320049990461,0.01,180,1,0,0.0311921411263808,0.5
0.1,0.0170199755752823,0,0.0419218622731074,0.01,180,1,0,0.0418177741683599,0.5
0.11,0.0202284926915119,0,0.0507098161114296,0.01,180,1,0,0.0543985348752908,0.5
0.12,0.0236391473706773,0,0.0601160083734498,0.01,180,1,0,0.0688373422415463,0.5
0.13,0.027234715408778,0,0.0700143743520288,0.01,180,1,0,0.0845769906331481,0.5
0.14,0.0309984011850547,0,0.080301873251666,0.01,180,1,0,0.100977686034084,0.5
0.15,0.0349137421983682,0,0.0910703840604564,0.01,180,1,0,0.118991244461524,0.5
0.16,0.0389646776564134,0,0.102224078871054,0.01,180,1,0,0.1380651273998,0.5
0.17,0.0431357009987313,0,0.113566095314913,0.01,180,1,0,0.156726412912241,0.5
0.18,0.0474117955146516,0,0.1251763183091,0.01,180,1,0,0.175751636088138,0.5
0.19,0.0517784294678233,0,0.136974779555812,0.01,180,1,0,0.194714761790541,0.5
0.2,0.0562216867382555,0,0.148883994655591,0.01,180,1,0,0.213061058432346,0.5
0.21,0.0607281339558329,0,0.161002186183598,0.01,180,1,0,0.232118696202655,0.5
0.22,0.0652849584994733,0,0.173033709144575,0.01,180,1,0,0.249031339884996,0.5
0.23,0.0698799758337038,0,0.185118950278703,0.01,180,1,0,0.265561676122873,0.5
0.24,0.0745015150806564,0,0.197245464685907,0.01,180,1,0,0.281891522468596,0.5
0.25,0.0791385641362138,0,0.209251025746516,0.01,180,1,0,0.296598698945224,0.5
0.26,0.0837806504830829,0,0.221267884990147,0.01,180,1,0,0.311289966299432,0.5
0.27,0.0884179470828172,0,0.233061651504543,0.01,180,1,0,0.324001441604698,0.5
0.28,0.0930412316837803,0,0.244770432176121,0.01,180,1,0,0.336248034035396,0.5
0.29,0.0976417854918266,0,0.256405274234944,0.01,180,1,0,0.348380531761833,0.5
0.3,0.102211532591469,0,0.267779450865958,0.01,180,1,0,0.358832416877124,0.5
0.31,0.106742945742705,0,0.27899700008266,0.01,180,1,0,0.368753105425797,0.5
0.32,0.111229032856358,0,0.289983362315043,0.01,180,1,0,0.377761159855572,0.5
0.33,0.115663391391135,0,0.300758326276452,0.01,180,1,0,0.386116634227728,0.5
0.34,0.120040062538804,0,0.311409045309251,0.01,180,1,0,0.394673589967662,0.5
0.35,0.12435364293586,0,0.321698522700523,0.01,180,1,0,0.401598532356644,0.5
0.36,0.128599252840056,0,0.331761226486627,0.01,180,1,0,0.408123503231716,0.5
0.37,0.132772430621503,0,0.34164683111298,0.01,180,1,0,0.414696419822666,0.5
0.38,0.136869226960738,0,0.351173743281697,0.01,180,1,0,0.420028364449617,0.5
0.39,0.140886082371216,0,0.360526284903705,0.01,180,1,0,0.425546831533716,0.5
0.4,0.144819833703718,0,0.36965016390049,0.01,180,1,0,0.43088236572786,0.5
0.41,0.148667828699407,0,0.37836775966945,0.01,180,1,0,0.434876087066367,0.5
0.42,0.152427746664929,0,0.386895310614585,0.01,180,1,0,0.439041305591692,0.5
0.43,0.156097595088559,0,0.395227673841781,0.01,180,1,0,0.443332026594657,0.5
0.44,0.159675776104367,0,0.403192718497027,0.01,180,1,0,0.446675819022985,0.5
0.45,0.163161006632862,0,0.41094997677557,0.01,180,1,0,0.450091487582159,0.5
0.46,0.166552289651215,0,0.418471818053428,0.01,180,1,0,0.45336737143593,0.5
0.47,0.169848949419326,0,0.425689594842974,0.01,180,1,0,0.456180404292274,0.5
0.48,0.173050649179608,0,0.432623733087868,0.01,180,1,0,0.458617749802721,0.5
0.49,0.176157252089458,0,0.439358134062818,0.01,180,1,0,0.46114638873656,0.5
0.5,0.179168837219309,0,0.44589250993541,0.01,180,1,0,0.463740040582239,0.5
0.51,0.182085718649241,0,0.452143875746096,0.01,180,1,0,0.465937874789529,0.5
0.52,0.184908478795373,0,0.458143664696747,0.01,180,1,0,0.467903387321261,0.5
0.53,0.187637868408893,0,0.463920140012089,0.01,180,1,0,0.469770330717023,0.5
0.54,0.190274819740351,0,0.469488618866476,0.01,180,1,0,0.471597063907263,0.5
0.55,0.192820423928847,0,0.474851781746741,0.01,180,1,0,0.473375298933347,0.5
0.56,0.195275979823661,0,0.479929164845559,0.01,180,1,0,0.474695393460428,0.5
0.57,0.197642911795908,0,0.484826940412899,0.01,180,1,0,0.476058065304307,0.5
0.58,0.199922749639608,0,0.489547949455175,0.01,180,1,0,0.477449978123978,0.5
0.59,0.202117120625919,0,0.494095243252054,0.01,180,1,0,0.478859708582378,0.5
0.6,0.204227754658424,0,0.498472067508074,0.01,180,1,0,0.480277360649074,0.5
0.61,0.206256510209695,0,0.502606236104018,0.01,180,1,0,0.481354378501638,0.5
0.62,0.20820535843435,0,0.50655005560853,0.01,180,1,0,0.482311149001775,0.5
0.63,0.210076348814688,0,0.510318261227322,0.01,180,1,0,0.483192257437848,0.5
0.64,0.211871580799902,0,0.513935924406374,0.01,180,1,0,0.484084913171064,0.5
0.65,0.213593197894422,0,0.51740710454659,0.01,180,1,0,0.484982608924439,0.5
0.66,0.215243381567429,0,0.52073594623211,0.01,180,1,0,0.485879773570466,0.5
0.67,0.216824356860587,0,0.523926667454007,0.01,180,1,0,0.486771562054314,0.5
0.68,0.218338417712712,0,0.526915433325368,0.01,180,1,0,0.487369905977091,0.5
0.69,0.219787886757307,0,0.529776389145559,0.01,180,1,0,0.487966457799801,0.5
0.7,0.22117509609787,0,0.532515292864982,0.01,180,1,0,0.48856296025744,0.5
0.71,0.222502382782985,0,0.535136551205513,0.01,180,1,0,0.489155991304639,0.5
0.72,0.223772084262838,0,0.537644580233219,0.01,180,1,0,0.48974264785455,0.5
0.73,0.224986534059067,0,0.540043796773024,0.01,180,1,0,0.490320483495192,0.5
0.74,0.226148057645902,0,0.542338610226507,0.01,180,1,0,0.490887454202332,0.5
0.75,0.227258968540225,0,0.54453341478894,0.01,180,1,0,0.491441870871058,0.5
0.76,0.228321566235451,0,0.546632582061091,0.01,180,1,0,0.491982345845296,0.5
0.77,0.229338141976031,0,0.548631657644105,0.01,180,1,0,0.492473401719564,0.5
0.78,0.230311002539273,0,0.550494043314934,0.01,180,1,0,0.492755892225908,0.5
0.79,0.231242431519819,0,0.552275074869488,0.01,180,1,0,0.493028793461537,0.5
